"StationId","ChannelNo","ChannelName","FeaSavePath","MediaType","AutoRec","ADMinTime","ADMaxTime","ThickEnergeCore","ThickFrequencyCore","MinEnergeDegree","MinFrequencyDegree","inserttime","Channellv","ChannelProperty","ChannelUserDefined"
"2336","210600105","丹东有线导视频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","市级","",""
"2337","310000109","东方卫视","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","省级","卫视","省级卫视"
"2338","210400102","抚顺公共频道(2)","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","市级","",""
"2339","210400103","抚顺教育频道(3)","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","市级","",""
"2340","210400107","抚顺睛彩频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","市级","",""
"2342","210400104","抚顺图文频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","市级","",""
"2343","210400101","抚顺新闻频道(1)","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","市级","",""
"2344","210900102","阜新公共频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","市级","",""
"2345","210900103","阜新教育频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","市级","",""
"2346","210900104","阜新图文信息频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","市级","",""
"2347","210900101","阜新综合频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","市级","",""
"2348","620000105","甘肃都市频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","省级","",""
"2349","620000104","甘肃公共频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","省级","",""
"2350","620000102","甘肃经济频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","省级","",""
"2351","620000103","甘肃少儿频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","省级","",""
"2352","620000101","甘肃卫视","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","省级","卫视","省级卫视"
"2353","620000106","甘肃文化影视频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","省级","",""
"2354","520100104","贵阳都市频道(4)","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","市级","",""
"2355","520100102","贵阳经济生活频道(2)","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","市级","",""
"2356","520100101","贵阳综合频道(1)","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","市级","",""
"2357","520000105","贵州法制频道(5)","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","省级","",""
"2358","520000102","贵州新闻频道(2)","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","省级","",""
"2359","520000101","贵州卫视","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","省级","卫视","省级卫视"
"2360","520000103","贵州影视文艺频道(3)","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","省级","",""
"2361","520000104","贵州大众生活频道(4)","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","省级","",""
"2362","532500102","红河二套","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","市级","",""
"2363","532500101","红河一套","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","市级","",""
"2364","150100101","呼和浩特新闻综合频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","市级","",""
"2365","150100103","呼和浩特影视娱乐频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","市级","",""
"2366","150700103","呼伦贝尔生活资讯频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","市级","",""
"2367","150700101","呼伦贝尔新闻综合频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","市级","",""
"2368","150700102","呼伦贝尔影视娱乐频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","市级","",""
"2369","211400102","葫芦岛社会生活频道(2)","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","市级","",""
"2370","211400101","葫芦岛新闻综合频道(1)","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","市级","",""
"2371","211400103","葫芦岛信息频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","市级","",""
"2372","211400104","葫芦岛影视频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","市级","",""
"2373","320800101","淮安新闻综合频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","市级","",""
"2374","320800103","淮安影视娱乐频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","市级","",""
"2375","320000102","江苏城市频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","省级","",""
"2376","320000114","江苏公共频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","省级","",""
"2377","320000107","江苏国际频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","省级","",""
"2378","320000110","江苏好享购物频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","省级","",""
"2379","320000115","江苏教育频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","省级","",""
"2380","320000101","江苏卫视","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","省级","卫视","省级卫视"
"2381","320000106","江苏体育休闲频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","省级","",""
"2382","320000104","江苏影视频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","省级","",""
"2383","320000117","江苏优漫卡通卫视","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","省级","",""
"2384","320000103","江苏综艺频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","省级","",""
"2385","210700108","锦州都市教育频道(2)","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","市级","",""
"2386","210700103","锦州有线导视频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","市级","",""
"2387","210700112","锦州影视频道(3)(原锦州世园频道(3)世博园活动1)","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","市级","",""
"2388","210700101","锦州新闻频道(1)","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","市级","",""
"2389","210700102","锦州世园频道(3)世博园活动2","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","市级","",""
"2390","210700105","锦州有线资讯频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","市级","",""
"2391","530100104","昆明财富频道(4)","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","市级","",""
"2392","530100106","昆明春城频道(6)","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","市级","",""
"2393","530100201","昆明教育电视台","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","市级","",""
"2394","530100101","昆明新闻频道(1)","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","市级","",""
"2395","530100102","昆明阳光频道(2)","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","市级","",""
"2396","530100105","昆明影视频道(5)","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","市级","",""
"2397","530100103","昆明政法频道(3)","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","市级","",""
"2398","620100105","兰州导视频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","市级","",""
"2399","620100103","兰州公共频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","市级","",""
"2400","620100104","兰州生活经济频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","市级","",""
"2401","620100101","兰州新闻综合频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","市级","",""
"2402","620100102","兰州综艺体育频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","市级","",""
"2403","320700103","连云港城市公共频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","市级","",""
"2404","320700101","连云港新闻综合频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","市级","",""
"2405","320700102","连云港影视综艺频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","市级","",""
"2406","210000121","辽宁北方频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","省级","",""
"2407","210000108","辽宁都市频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","省级","",""
"2408","210000107","辽宁公共频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","省级","",""
"2409","210000117","辽宁教育青少频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","省级","",""
"2410","210000120","辽宁经济频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","省级","",""
"2411","210000102","辽宁生活频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","省级","",""
"2412","210000109","辽宁体育频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","省级","",""
"2413","210000101","辽宁卫视","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","省级","卫视","省级卫视"
"2414","210000118","辽宁文化信息资源共享工程频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","省级","",""
"2415","210000116","辽宁宜佳购物频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","省级","",""
"2416","210000103","辽宁影视剧频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","省级","",""
"2417","211000104","辽阳公共频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","市级","",""
"2418","211000106","辽阳教育科技频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","市级","",""
"2420","211000105","辽阳新闻综合频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","市级","",""
"2421","520200102","六盘水公共频道(2)","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","市级","",""
"2422","520200101","六盘水新闻综合频道(1)","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","市级","",""
"2423","150000104","内蒙古经济生活频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","省级","",""
"2424","150000107","内蒙古少儿频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","省级","",""
"2425","150000109","内蒙古生活频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","省级","",""
"2426","150000101","内蒙古卫视","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","省级","卫视","省级卫视"
"2427","150000106","内蒙古文体娱乐频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","省级","",""
"2428","150000103","内蒙古新闻综合频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","省级","",""
"2429","150000105","内蒙古影视剧频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","省级","",""
"2430","320100102","南京教科频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","市级","",""
"2431","320100106","南京生活频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","市级","",""
"2432","320100101","南京新闻综合频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","市级","",""
"2433","320100103","南京影视频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","市级","",""
"2434","320600105","南通生活娱乐频道(3)","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","市级","",""
"2435","320600103","南通社教频道(2)","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","市级","",""
"2436","320600101","南通新闻综合频道(1)","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","市级","",""
"2437","211100102","盘锦都市生活频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","市级","",""
"2438","211100103","盘锦无台标频道(2)","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","市级","",""
"2439","211100101","盘锦新闻综合频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","市级","",""
"2440","211100105","盘锦影视娱乐频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","市级","",""
"2441","211100104","盘锦资讯频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","市级","",""
"2442","530300102","曲靖社会生活频道(2)","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","市级","",""
"2443","530300101","曲靖新闻综合频道(1)","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","市级","",""
"2444","530300103","曲靖影视娱乐频道(3)","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","市级","",""
"2445","310000111","上海第一财经频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","省级","",""
"2446","310000113","上海电视剧频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","省级","",""
"2447","310000114","上海纪实频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","省级","",""
"2448","310000110","上海新闻综合频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","省级","",""
"2449","310000119","上海星尚频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","省级","",""
"2450","310000118","上海炫动卡通卫视","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","省级","",""
"2451","310000108","上海娱乐频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","省级","",""
"2452","210100101","沈阳新闻频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","市级","",""
"2453","320500102","苏州社会经济频道(2)","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","市级","",""
"2454","320500105","苏州生活资讯频道(5)","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","市级","",""
"2455","320500101","苏州新闻综合频道(1)","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","市级","",""
"2456","120000102","天津新闻频道(1)","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","省级","",""
"2457","120000112","天津导视频道","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.797","省级","",""
"2458","120000105","天津都市频道(4)","\\192.168.1.35\新加卷 (g)\样本特征上传文件","1","0","3","60","0.4","0.2","70","70","2013/1/2 13:41:27.79713:4","省级","",""
